country_code3,country_name,region,sub_region,intermediate_region,indicator_code,indicator_name,year,gdp_per_capita,gdp_variation
BGD,BANGLADESH,ASIA MERIDIONAL,SOUTHERN ASIA,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2017,181.108.221.668.646,568.710.307.010.265
BGD,BANGLADESH,ASIA MERIDIONAL,SOUTHERN ASIA,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2018,196.524.372.731.467,644.197.494.702.485
BGD,BANGLADESH,ASIA MERIDIONAL,SOUTHERN ASIA,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2019,212.979.896.954.606,697.264.399.779.152
BGD,BANGLADESH,ASIA MERIDIONAL,SOUTHERN ASIA,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2020,224.885.078.828.233,258.647.816.564.581
BGD,BANGLADESH,ASIA MERIDIONAL,SOUTHERN ASIA,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2021,248.284.917.843.357,607.069.417.020.969
BGD,BANGLADESH,ASIA MERIDIONAL,SOUTHERN ASIA,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2022,271.648.592.677.835,600.847.462.887.278
BGD,BANGLADESH,ASIA MERIDIONAL,SOUTHERN ASIA,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2023,255.101.772.674.142,
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1960,346.575.456.648.924,0.0
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1961,366.135.498.932.152,665.489.240.850.494
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1962,377.438.456.208.614,809.822.870.233.725
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1963,420.504.389.363.287,-601.062.700.790.681
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1964,413.625.431.992.887,395.420.560.983.615
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1965,433.228.679.580.703,103.044.843.174.268
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1966,462.028.452.362.603,290.855.869.677.209
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1967,508.128.570.592.714,96.980.902.236.653
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1968,505.889.066.146.294,629.846.203.410.813
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1969,566.833.205.048.027,712.875.165.425.319
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1970,666.475.008.721.385,953.443.250.762.982
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1971,749.801.293.322.509,400.405.393.540.979
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1972,856.072.102.177.747,107.503.210.758.013
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1973,104.172.980.875.599,107.188.575.702.378
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1974,12.433.542.287.421,-482.383.903.230.425
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1975,160.118.883.256.516,-205.544.461.307.406
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1976,173.364.540.764.741,424.939.350.018.985
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1977,196.759.344.395.667,356.641.801.799.668
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1978,219.789.906.243.719,490.820.839.954.569
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1979,266.790.751.006.045,801.409.681.058.895
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1980,402.458.856.621.204,426.724.933.727.162
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1981,441.671.519.879.857,-218.984.863.095.589
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1982,45.987.626.399.513,-521.092.771.385.968
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1983,486.635.999.061.756,146.322.174.139.996
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1984,528.357.944.099.441,322.323.163.924.484
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1985,55.098.746.029.115,742.566.225.121.294
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1986,603.135.860.779.383,477.732.628.524.372
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1987,662.459.939.505.809,232.739.077.995.596
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1988,703.265.370.811.416,331.103.086.007.256
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1989,777.255.022.803.365,346.112.223.905.399
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1990,778.140.573.306.125,-348.446.373.308.892
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1991,779.026.229.439.159,-419.297.963.720.372
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1992,751.920.143.544.898,-601.646.075.428.596
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1993,790.470.762.426.389,49.960.130.062.145
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1994,822.316.681.181.719,177.956.009.598.815
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1995,846.047.380.869.104,18.508.777.580.235
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1996,901.177.884.838.722,387.935.254.553.216
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1997,952.157.127.377.123,469.699.153.542.251
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1998,107.343.637.242.884,371.107.379.438.776
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1999,112.443.087.668.392,30.369.702.581.892
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2000,116.746.736.471.764,462.813.475.507.831
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2001,116.395.160.522.054,-250.014.537.678.494
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2002,117.604.524.736.133,129.979.626.072.199
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2003,120.759.587.020.649,15.496.090.475.843
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2004,128.863.665.272.467,834.159.024.522.037
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2005,142.144.202.213.572,341.073.852.652.032
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2006,156.196.005.955.511,556.141.078.944.641
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2007,172.354.396.434.785,159.529.285.646.856
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2008,175.656.929.970.592,10.725.662.730.222
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2009,162.949.099.491.834,-550.548.985.680.925
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2010,188.603.833.703.309,-261.559.944.507.529
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2011,193.459.953.139.542,-105.353.551.011.096
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2012,190.340.708.028.512,-600.919.440.264.519
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2013,193.080.091.116.993,-126.956.270.224.146
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2014,192.779.423.599.235,-163.173.017.240.183
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2015,189.542.913.724.506,-107.426.728.994.763
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2016,190.658.069.800.213,157.057.863.064.074
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2017,196.927.606.711.615,-763.346.486.714.909
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2018,20.055.915.870.771,-136.417.522.426.169
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2019,205.837.265.786.414,475.051.848.593.893
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2020,183.471.109.131.055,-152.024.233.113.658
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2021,186.967.858.952.957,-413.697.039.221.532
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2022,221.640.260.273.876,177.614.916.652.573
BRB,BARBADOS,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2023,238.040.249.914.995,
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1960,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1961,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1962,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1963,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1964,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1965,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1966,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1967,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1968,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1969,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1970,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1971,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1972,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1973,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1974,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1975,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1976,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1977,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1978,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1979,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1980,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1981,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1982,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1983,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1984,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1985,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1986,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1987,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1988,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1989,0.0,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1990,170.664.091.882.343,0.0
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1991,180.545.592.531.527,-12.455.670.756.092
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1992,165.808.641.281.239,-979.838.370.275.868
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1993,158.951.011.343.649,-780.377.001.797.432
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1994,146.000.791.360.458,-115.955.750.535.382
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1995,137.069.991.385.664,-101.088.528.351.028
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1996,14.525.071.047.646,314.668.604.285.029
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1997,13.966.571.872.706,118.639.522.546.555
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1998,151.125.979.105.507,888.936.442.851.107
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),1999,12.105.874.393.672,386.637.873.252.798
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2000,127.628.038.121.269,629.963.636.837.101
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2001,124.437.318.523.431,526.389.218.701.017
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2002,147.938.066.337.175,571.608.243.616.521
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2003,181.952.653.114.699,779.491.786.508.227
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2004,237.833.700.470.129,122.126.182.737.799
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2005,312.607.176.665.248,10.149.767.237.988
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2006,384.822.350.300.163,106.755.867.081.797
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2007,473.548.107.556.066,909.946.004.159.458
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2008,637.617.569.162.063,1.058.130.502.501
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2009,535.248.809.190.697,446.705.735.139.915
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2010,603.467.885.177.216,798.573.282.581.944
BLR,BELARUS,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,NY.GDP.PCAP.CD,PIB PER CAPITA (US$ A PRECIOS ACTUALES),2011,65.276.593.428.786,579.755.017.989.419
